Description,Destination,Date,Travel Transport,Hotel Stars,Nights,Feeding,Price,Info,Provider,Country,Room,Month,Season
Pickalbatros Palace Sharm El Sheikh,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,839.0,,Novaturas,Egiptas,Standard Side Sea View tipo kambarys,2,Winter
Pickalbatros Palace Sharm El Sheikh,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Pickalbatros Palace Sharm El Sheikh,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,899.0,,Novaturas,Egiptas,Family Garden View tipo kambarys,2,Winter
Pickalbatros Royal Albatros Moderna,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,815.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Pickalbatros Royal Albatros Moderna,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,829.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Pickalbatros Royal Albatros Moderna,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,865.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Pickalbatros Royal Albatros Moderna,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,899.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Pickalbatros Royal Albatros Moderna,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,925.0,,Novaturas,Egiptas,Junior Suite Pool View tipo kambarys,2,Winter
Novotel Beach,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,819.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Novotel Beach,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,855.0,,Novaturas,Egiptas,Superior Side Sea View tipo kambarys,2,Winter
Novotel Beach,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Pusryčiai,859.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Novotel Beach,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Pusryčiai,905.0,,Novaturas,Egiptas,Superior Side Sea View tipo kambarys,2,Winter
Novotel Beach,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,909.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Sporthotel Kitz,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,3.0,7,Pusryčiai,819.0,,Novaturas,Austrija,Standard Mountain View tipo kambarys,2,Winter
Sporthotel Kitz,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,3.0,7,Pusryčiai ir vakarienė,885.0,,Novaturas,Austrija,Standard Mountain View tipo kambarys,2,Winter
Alpenblick,"Mairhofenas, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,3.0,7,Pusryčiai ir vakarienė,825.0,,Novaturas,Austrija,Standartinis kambarys,2,Winter
Allegro Isora,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,825.0,,Novaturas,Kanarų Salos,1 Bedroom Apartment Pool View tipo kambarys,2,Winter
Allegro Isora,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,835.0,,Novaturas,Kanarų Salos,1 Bedroom Apartment Sea View tipo kambarys,2,Winter
Allegro Isora,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,849.0,,Novaturas,Kanarų Salos,1 Bedroom Apartment Pool View tipo kambarys,2,Winter
Allegro Isora,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,855.0,,Novaturas,Kanarų Salos,1 Bedroom Apartment Deluxe tipo kambarys,2,Winter
Allegro Isora,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,859.0,,Novaturas,Kanarų Salos,1 Bedroom Apartment Sea View tipo kambarys,2,Winter
Alua Atlantico Golf Resort,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,829.0,,Novaturas,Kanarų Salos,Standard Garden View tipo kambarys,2,Winter
Alua Atlantico Golf Resort,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,839.0,,Novaturas,Kanarų Salos,Standard Garden View tipo kambarys,2,Winter
Alua Atlantico Golf Resort,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,875.0,,Novaturas,Kanarų Salos,Family 1 Bedroom Sea View tipo kambarys,2,Winter
Alua Atlantico Golf Resort,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,875.0,,Novaturas,Kanarų Salos,Family 1 Bedroom Sea View tipo kambarys,2,Winter
Alua Atlantico Golf Resort,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,965.0,,Novaturas,Kanarų Salos,Club Ocean View tipo kambarys,2,Winter
Jaz Fanara Resort & Residence,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,829.0,,Novaturas,Egiptas,Superior Garden or Pool View tipo kambarys,2,Winter
Jaz Fanara Resort & Residence,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,875.0,,Novaturas,Egiptas,Family Deluxe tipo kambarys,2,Winter
Jaz Fanara Resort & Residence,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,895.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
Jaz Fanara Resort & Residence,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1159.0,,Novaturas,Egiptas,Superior Garden or Pool View tipo kambarys,2,Winter
Jaz Fanara Resort & Residence,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1275.0,,Novaturas,Egiptas,Family Deluxe tipo kambarys,2,Winter
Pickalbatros Aqua Blue Resort Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,829.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Pickalbatros Aqua Blue Resort Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Pickalbatros Aqua Blue Resort Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,879.0,,Novaturas,Egiptas,Family Bunkbed Garden tipo kambarys,2,Winter
Pickalbatros Aqua Blue Resort Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,915.0,,Novaturas,Egiptas,Family Bunkbed Pool tipo kambarys,2,Winter
Pickalbatros Aqua Blue Resort Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1119.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Pickalbatros Albatros Royal Grand Sharm,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,829.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Pickalbatros Albatros Royal Grand Sharm,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Pickalbatros Albatros Royal Grand Sharm,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,865.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
Pickalbatros Albatros Royal Grand Sharm,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1119.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Pickalbatros Albatros Royal Grand Sharm,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1159.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Stella Di Mare Beach Hotel & Spa,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,845.0,,Novaturas,Egiptas,Comfort tipo kambarys,2,Winter
Stella Di Mare Beach Hotel & Spa,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,859.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Stella Di Mare Beach Hotel & Spa,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,879.0,,Novaturas,Egiptas,Comfort tipo kambarys,2,Winter
Stella Di Mare Beach Hotel & Spa,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,895.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Stella Di Mare Beach Hotel & Spa,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Pusryčiai ir vakarienė,899.0,,Novaturas,Egiptas,Superior Deluxe tipo kambarys,2,Winter
Sunrise Grand Select Arabian Beach Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,845.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Sunrise Grand Select Arabian Beach Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,869.0,,Novaturas,Egiptas,Deluxe Side Sea View tipo kambarys,2,Winter
Sunrise Grand Select Arabian Beach Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,899.0,,Novaturas,Egiptas,Deluxe Swim-Up tipo kambarys,2,Winter
Sunrise Grand Select Arabian Beach Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,905.0,,Novaturas,Egiptas,Family Suite tipo kambarys,2,Winter
Sunrise Grand Select Arabian Beach Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1229.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Sunrise Grand Select Montemare Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,845.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Sunrise Grand Select Montemare Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Superior Side Sea View tipo kambarys,2,Winter
Sunrise Grand Select Montemare Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,869.0,,Novaturas,Egiptas,Deluxe Pool or Side Sea View tipo kambarys,2,Winter
Sunrise Grand Select Montemare Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,875.0,,Novaturas,Egiptas,Deluxe Sea View tipo kambarys,2,Winter
Sunrise Grand Select Montemare Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,879.0,,Novaturas,Egiptas,Family Bunkbed tipo kambarys,2,Winter
Baron Palm Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Superior Classic tipo kambarys,2,Winter
Baron Palm Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,879.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Baron Palm Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1135.0,,Novaturas,Egiptas,Connection Room tipo kambarys,2,Winter
Baron Palm Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1235.0,,Novaturas,Egiptas,Superior Classic tipo kambarys,2,Winter
Baron Palm Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1309.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Iberotel Palace,"Šarm aš Maja, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Iberotel Palace,"Šarm aš Maja, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,915.0,,Novaturas,Egiptas,Superior Side Sea View tipo kambarys,2,Winter
Iberotel Palace,"Šarm aš Maja, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,945.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
Iberotel Palace,"Šarm aš Maja, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1235.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Iberotel Palace,"Šarm aš Maja, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,1,Viskas įskaičiuota,1375.0,,Novaturas,Egiptas,Superior tipo kambarys,2,Winter
Pickalbatros Albatros Aqua Park Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Pickalbatros Albatros Aqua Park Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,865.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Pickalbatros Albatros Aqua Park Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,955.0,,Novaturas,Egiptas,Family Pool View tipo kambarys,2,Winter
Pickalbatros Albatros Aqua Park Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1159.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Pickalbatros Albatros Aqua Park Sharm El Sheikh,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1199.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Sultan Gardens Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,849.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Sultan Gardens Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,865.0,,Novaturas,Egiptas,Standard Pool View tipo kambarys,2,Winter
Sultan Gardens Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,865.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Sultan Gardens Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,895.0,,Novaturas,Egiptas,Family Suite tipo kambarys,2,Winter
Sultan Gardens Resort,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,929.0,,Novaturas,Egiptas,Premium Jacuzzi tipo kambarys,2,Winter
Best Jacaranda,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,879.0,,Novaturas,Kanarų Salos,Standartinis kambarys,2,Winter
Best Jacaranda,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,899.0,,Novaturas,Kanarų Salos,Standartinis kambarys,2,Winter
Best Jacaranda,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,"Pusryčiai, pietūs, vakarienė",939.0,,Novaturas,Kanarų Salos,Standartinis kambarys,2,Winter
Best Jacaranda,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Viskas įskaičiuota,1005.0,,Novaturas,Kanarų Salos,Standartinis kambarys,2,Winter
Best Jacaranda,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,7,Pusryčiai,1155.0,,Novaturas,Kanarų Salos,Standartinis kambarys,2,Winter
Coral Sea Sensatori,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,879.0,,Novaturas,Egiptas,Standard Garden View tipo kambarys,2,Winter
Coral Sea Sensatori,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,895.0,,Novaturas,Egiptas,Standard Sea View tipo kambarys,2,Winter
Coral Sea Sensatori,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,919.0,,Novaturas,Egiptas,Jacuzzi tipo kambarys,2,Winter
Coral Sea Sensatori,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,929.0,,Novaturas,Egiptas,Swim-Up tipo kambarys,2,Winter
Coral Sea Sensatori,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,939.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Iberostar Ole Tropical Tenerife,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,879.0,,Novaturas,Kanarų Salos,Economy B tipo kambarys,2,Winter
Iberostar Ole Tropical Tenerife,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,905.0,,Novaturas,Kanarų Salos,Economy B tipo kambarys,2,Winter
Iberostar Ole Tropical Tenerife,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,939.0,,Novaturas,Kanarų Salos,Standard Sea View B tipo kambarys,2,Winter
Iberostar Ole Tropical Tenerife,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai,955.0,,Novaturas,Kanarų Salos,Suite B tipo kambarys,2,Winter
Iberostar Ole Tropical Tenerife,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,4,Pusryčiai ir vakarienė,965.0,,Novaturas,Kanarų Salos,Standard Sea View B tipo kambarys,2,Winter
Reef Oasis Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,879.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Reef Oasis Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,895.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Reef Oasis Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,899.0,,Novaturas,Egiptas,Sea View tipo kambarys,2,Winter
Reef Oasis Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,3,Viskas įskaičiuota,955.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Reef Oasis Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,4.0,7,Viskas įskaičiuota,1235.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Sentido Reef Oasis Senses Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,895.0,,Novaturas,Egiptas,Superior Garden View tipo kambarys,2,Winter
Sentido Reef Oasis Senses Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,909.0,,Novaturas,Egiptas,Superior Pool View tipo kambarys,2,Winter
Sentido Reef Oasis Senses Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,925.0,,Novaturas,Egiptas,Comfort Garden View tipo kambarys,2,Winter
Sentido Reef Oasis Senses Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,945.0,,Novaturas,Egiptas,Comfort Pool View tipo kambarys,2,Winter
Sentido Reef Oasis Senses Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,999.0,,Novaturas,Egiptas,Family tipo kambarys,2,Winter
Sunrise Grand Select Diamond Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,895.0,,Novaturas,Egiptas,Deluxe Swim-Up tipo kambarys,2,Winter
Sunrise Grand Select Diamond Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,899.0,,Novaturas,Egiptas,Family Bunkbed tipo kambarys,2,Winter
Sunrise Grand Select Diamond Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,915.0,,Novaturas,Egiptas,Family Suite tipo kambarys,2,Winter
Sunrise Grand Select Diamond Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,925.0,,Novaturas,Egiptas,Swim-Up Suite tipo kambarys,2,Winter
Sunrise Grand Select Diamond Beach Resort,"Hadaba, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,999.0,,Novaturas,Egiptas,Jacuzzi Suite tipo kambarys,2,Winter
Rixos Golf Villas & Suites,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,905.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Rixos Golf Villas & Suites,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1079.0,,Novaturas,Egiptas,Executive Suite tipo kambarys,2,Winter
Rixos Golf Villas & Suites,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1295.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Rixos Golf Villas & Suites,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,1,Viskas įskaičiuota,1489.0,,Novaturas,Egiptas,Deluxe tipo kambarys,2,Winter
Rixos Golf Villas & Suites,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1599.0,,Novaturas,Egiptas,Diplomatic Suite tipo kambarys,2,Winter
Piramides Apartments,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,7,,919.0,,Novaturas,Kanarų Salos,Studio tipo kambarys,2,Winter
Piramides Apartments,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,7,,1059.0,,Novaturas,Kanarų Salos,1 Bedroom Apartment tipo kambarys,2,Winter
Piramides Apartments,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,7,Viskas įskaičiuota,1145.0,,Novaturas,Kanarų Salos,Studio tipo kambarys,2,Winter
,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,925.0,,Novaturas,Egiptas,Superior Classic tipo kambarys,2,Winter
,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,989.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1349.0,,Novaturas,Egiptas,Superior Classic tipo kambarys,2,Winter
,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,3,Viskas įskaičiuota,1485.0,,Novaturas,Egiptas,Connection Room tipo kambarys,2,Winter
,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,7,Viskas įskaičiuota,1499.0,,Novaturas,Egiptas,Superior Sea View tipo kambarys,2,Winter
