Description,Destination,Date,Travel Transport,Hotel Stars,Room,Feeding,Nights,Price
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Standard Apartment tipo kambarys,Viskas įskaičiuota,7,1249.00
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Studio Standard tipo kambarys,Viskas įskaičiuota,7,1325.00
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Apartment Panorama tipo kambarys,Viskas įskaičiuota,7,1325.00
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,4,1149.00
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Standard Sea View Top Floor tipo kambarys,Viskas įskaičiuota,4,1179.00
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Suite Superior Sea View tipo kambarys,Viskas įskaičiuota,4,1209.00
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,4,1359.00
Roca Nivaria GH,"Plaja Paraisas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Standard Sea View Top Floor tipo kambarys,Viskas įskaičiuota,4,1395.00
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,8,1159.00
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,8,1315.00
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,8,1405.00
Ramada Hotel & Suites by Wyndham Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,8,1449.00
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Senior Suite tipo kambarys,Viskas įskaičiuota,4,1175.00
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Senior Suite tipo kambarys,Viskas įskaičiuota,4,1329.00
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-02,Skrydis su bagažu,5.0,Senior Suite tipo kambarys,Viskas įskaičiuota,7,1609.00
GF Victoria,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-02,Skrydis su bagažu,5.0,Senior Suite tipo kambarys,Viskas įskaičiuota,7,1879.00
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standart City View tipo kambarys,Viskas įskaičiuota,8,1185.00
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standard Sea Side tipo kambarys,Viskas įskaičiuota,8,1239.00
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standart City View tipo kambarys,Viskas įskaičiuota,8,1389.00
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standard Sea Side tipo kambarys,Viskas įskaičiuota,8,1455.00
Lou' Lou' a Beach Resort,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standart City View tipo kambarys,Viskas įskaičiuota,8,1579.00
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,7,1189.00
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite Sea View tipo kambarys,Viskas įskaičiuota,7,1229.00
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite Panoramic Sea View tipo kambarys,Viskas įskaičiuota,7,1289.00
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,7,1395.00
Allegro Madeira,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite Sea View tipo kambarys,Viskas įskaičiuota,7,1435.00
Copthorne Hotel Sharjah,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Superior King Size Bed tipo kambarys,Viskas įskaičiuota,8,1195.00
Copthorne Hotel Sharjah,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Superior King Size Bed tipo kambarys,Viskas įskaičiuota,8,1309.00
Copthorne Hotel Sharjah,"Šardža, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Superior King Size Bed tipo kambarys,Viskas įskaičiuota,8,1425.00
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,1195.00
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,7,1255.00
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Lateral Sea View tipo kambarys,Viskas įskaičiuota,7,1345.00
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,1395.00
Pestana Casino Park Ocean & SPA Hotel,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,7,1459.00
Pestana Ocean Bay All Inclusive Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio Pool View tipo kambarys,Viskas įskaičiuota,7,1205.00
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Standart City View tipo kambarys,Viskas įskaičiuota,8,1205.00
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Deluxe Sea View tipo kambarys,Viskas įskaičiuota,8,1279.00
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Suite 1 Bedroom tipo kambarys,Viskas įskaičiuota,8,1329.00
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Standart City View tipo kambarys,Viskas įskaičiuota,8,1375.00
Ramada by Wyndham Beach Hotel Ajman,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Deluxe Sea View tipo kambarys,Viskas įskaičiuota,8,1449.00
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Deluxe Studio tipo kambarys,Viskas įskaičiuota,7,1215.00
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Deluxe Studio tipo kambarys,Viskas įskaičiuota,7,1289.00
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Deluxe Studio Sea View tipo kambarys,Viskas įskaičiuota,7,1329.00
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Deluxe Studio Sea View tipo kambarys,Viskas įskaičiuota,7,1405.00
Pestana Casino Studios Serviced Apartments,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Deluxe Studio tipo kambarys,Viskas įskaičiuota,7,1515.00
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,1219.00
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,7,1339.00
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Family tipo kambarys,Viskas įskaičiuota,7,1385.00
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1385.00
Pestana Carlton Madeira Premium Ocean Resort,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,1425.00
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1225.00
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1249.00
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standard Teide View tipo kambarys,Viskas įskaičiuota,7,1259.00
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Superior tipo kambarys,Viskas įskaičiuota,7,1259.00
Blue Sea Puerto Resort,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1265.00
Vincci Seleccion La Plantacion del Sur,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Superior Side Sea View tipo kambarys,Viskas įskaičiuota,4,1235.00
Vincci Seleccion La Plantacion del Sur,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,5.0,Superior Front Sea View tipo kambarys,Viskas įskaičiuota,3,1289.00
Vincci Seleccion La Plantacion del Sur,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Superior Front Sea View tipo kambarys,Viskas įskaičiuota,4,1349.00
Vincci Seleccion La Plantacion del Sur,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Superior Side Sea View tipo kambarys,Viskas įskaičiuota,4,1385.00
Vincci Seleccion La Plantacion del Sur,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,5.0,Junior Suite Sea View tipo kambarys,Viskas įskaičiuota,3,1399.00
Rose Plaza Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Classic tipo kambarys,Viskas įskaičiuota,8,1239.00
Rose Plaza Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Classic tipo kambarys,Viskas įskaičiuota,8,1369.00
Rose Plaza Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Classic tipo kambarys,Viskas įskaičiuota,8,1489.00
Kruizas Nilu ir dvi Egipto sostinės,Egiptas,2024-02-06,Skrydis,,Standartinis kambarys (Dvivietis kambarys su dvigule lova),Viskas įskaičiuota,7,1241.10
Kruizas Nilu ir dvi Egipto sostinės,Egiptas,2024-02-06,Skrydis,,Standartinis kambarys (Dvivietis kambarys su atskiromis lovomis),Viskas įskaičiuota,7,1241.10
Blue Sea Interpalace,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1245.00
Blue Sea Interpalace,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1269.00
Blue Sea Interpalace,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,4.0,Standard Teide View tipo kambarys,Viskas įskaičiuota,7,1279.00
Blue Sea Interpalace,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1285.00
Blue Sea Interpalace,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,4.0,Standard Teide View tipo kambarys,Viskas įskaičiuota,7,1305.00
Cella Central Historic Boutique Hotel,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1245.00
Cella Central Historic Boutique Hotel,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Deluxe tipo kambarys,Viskas įskaičiuota,7,1319.00
Cella Central Historic Boutique Hotel,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1649.00
Cella Central Historic Boutique Hotel,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,4.0,Deluxe tipo kambarys,Viskas įskaičiuota,7,1725.00
Cella Central Historic Boutique Hotel,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,1,2835.00
Saccharum,"Kaljeta, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,1249.00
Saccharum,"Kaljeta, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Lateral Sea View tipo kambarys,Viskas įskaičiuota,7,1289.00
Saccharum,"Kaljeta, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1375.00
Saccharum,"Kaljeta, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Suite tipo kambarys,Viskas įskaičiuota,7,1455.00
Saccharum,"Kaljeta, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,1485.00
Citymax Al Barsha at the Mall,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1259.00
Citymax Al Barsha at the Mall,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1369.00
Impuls Tirol,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Traditional tipo kambarys,Viskas įskaičiuota,7,1265.00
Impuls Tirol,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Alpine Chic Room tipo kambarys,Viskas įskaičiuota,7,1325.00
Impuls Tirol,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Traditional tipo kambarys,Viskas įskaičiuota,7,1359.00
Impuls Tirol,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Alpine Classic Room tipo kambarys,Viskas įskaičiuota,7,1379.00
Impuls Tirol,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Alpine Chic Room tipo kambarys,Viskas įskaičiuota,7,1419.00
Jungtinis turas Dubajus(3n)-Ras Al Chaima(4n),"Dubajus - Ras Al Chaima, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1275.00
Jungtinis turas Dubajus(3n)-Ras Al Chaima(4n),"Dubajus - Ras Al Chaima, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1419.00
Wyndham Garden Ajman Corniche,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,8,1279.00
Wyndham Garden Ajman Corniche,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,8,1329.00
Wyndham Garden Ajman Corniche,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,8,1449.00
Wyndham Garden Ajman Corniche,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,8,1495.00
Wyndham Garden Ajman Corniche,"Adžmanas, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,8,1545.00
Rose Park Hotel Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Deluxe tipo kambarys,Viskas įskaičiuota,8,1289.00
Rose Park Hotel Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Deluxe tipo kambarys,Viskas įskaičiuota,8,1425.00
Iberostar Selection Anthelia,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Standard Garden View B tipo kambarys,Viskas įskaičiuota,4,1309.00
Iberostar Selection Anthelia,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Standard Garden View B tipo kambarys,Viskas įskaičiuota,4,1455.00
Iberostar Selection Anthelia,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Standard Garden View B tipo kambarys,Viskas įskaičiuota,4,1709.00
Iberostar Selection Anthelia,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-02,Skrydis su bagažu,5.0,Standard Garden View B tipo kambarys,Viskas įskaičiuota,7,1849.00
Iberostar Selection Anthelia,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-02,Skrydis su bagažu,5.0,Standard Garden View B tipo kambarys,Viskas įskaičiuota,7,2099.00
Aloft Al Mina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Aloft tipo kambarys,Viskas įskaičiuota,8,1315.00
Aloft Al Mina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Aloft tipo kambarys,Viskas įskaičiuota,8,1355.00
Aloft Al Mina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Aloft tipo kambarys,Viskas įskaičiuota,8,1429.00
Aloft Al Mina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Aloft tipo kambarys,Viskas įskaičiuota,8,1649.00
Globales Tamaimo Tropical,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,3.0,1 Bedroom Apartment tipo kambarys,Viskas įskaičiuota,7,1319.00
Globales Tamaimo Tropical,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,3.0,1 Bedroom Apartment tipo kambarys,Viskas įskaičiuota,7,1339.00
Globales Tamaimo Tropical,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,3.0,1 Bedroom Apartment tipo kambarys,Viskas įskaičiuota,1,1929.00
Globales Tamaimo Tropical,"Plaja de la Arena, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,3.0,1 Bedroom Apartment tipo kambarys,Viskas įskaičiuota,1,1985.00
Jungtinis turas Dubajus(4n)-Fudžaira(3n),"Dubajus - Fudžaira, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1319.00
Jungtinis turas Dubajus(4n)-Fudžaira(3n),"Dubajus - Fudžaira, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1459.00
Holiday Inn Dubai Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,8,1339.00
Holiday Inn Dubai Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,8,1389.00
Holiday Inn Dubai Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,8,1389.00
Holiday Inn Dubai Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,8,1505.00
Holiday Inn Dubai Al Barsha,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,8,1505.00
Vulcano,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1339.00
Vulcano,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1389.00
Vulcano,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,7,1479.00
Vulcano,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,7,1529.00
Vulcano,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1539.00
Jungtinis turas Dubajus(4n)-Abu Dabis(3n),"Dubajus - Abu Dabis, Abu Dabis, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1345.00
Jungtinis turas Dubajus(4n)-Abu Dabis(3n),"Dubajus - Abu Dabis, Abu Dabis, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1489.00
Calheta Beach,"Kaljeta, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Suite tipo kambarys,Viskas įskaičiuota,7,1349.00
Calheta Beach,"Kaljeta, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Suite tipo kambarys,Viskas įskaičiuota,1,2055.00
Citymax Bur Dubai,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,3.0,Standartinis kambarys,Viskas įskaičiuota,8,1359.00
